Num,Ara,Eng
3297,الله,God
3298,وكفى,and he is enough for me
3299,سمع,hears
3300,الله,God
3301,لمن,whoever
3302,دعى,implores
3303,ليس,there is nothing
3304,وراء,beyond
3305,الله,God
3306,منتهى,0
3307,ومن,if someone
3308,طلب,asked
3309,منه,him
3310,الفاتحة,the Fatiha 
3311,عند,having experienced
3312,انقلابه,some misfortune
3313,يمدّ,he would extend
3314,يديه,his two […] hands
3315,المباركين,blessed
3316,يقول,he would say
3317,بعد,after
3318,التعوّذ,the formula of exorcism 
3319,والبسملّة,and the bismillah 
3320,يس,Ya sin
3321,الخ,etc.
3322,يا,O
3323,ارحم,most merciful
3324,الراحمين,of the merciful
3325,يا,O
3326,ارحم,most merciful
3327,الراحمين,of the merciful
3328,يا,O
3329,ارحم,most merciful
3330,الراحمين,of the merciful
3331,ثمّ,Then
3332,يقرا,he would recite
3333,الفاتحة,the Fatiha 
3334,ثلاث,three
3335,مرّات,times
3336,ويدعو,and make the following invocation 
3337,ويقول,0
3338,اصلحنا,improve us
3339,الله,God
3340,وايّاكم,as well as you
3341,واصلح,may He restore
3342,امورنا,our affairs
3343,واموركم,and yours
3344,واصلح,may He ensure
3345,عاقبتنا,end for […] us
3346,وعاقبتكم,end for […] you
3347,في,0
3348,عافية,happy
3349,ثلاث,three
3350,مرّات,times
3351,الّا,only
3352,في,towards
3353,اخر,the end
3354,عمره,of his life
3355,لمّا,when
3356,دنا,drew near
3357,الرحيل,the supreme journey 
3358,اتّخذ,he had
3359,بوّاباً,a porter
3360,ولا,and no longer
3361,باذن,allowed
3362,في,0
3363,الدخول,to enter
3364,عليه,his house
3365,مثل,as
3366,الحال الاوّل,in the early days
3367,بل,even
3368,يردّ,refused
3369,الناس,0
3370,في,at
3371,بعض,0
3372,الاحيان,times
3373,واقتصر,he only
3374,حينئذ,from that time on
3375,في,0
3376,قراءة,recited
3377,الفاتحة,the Fatiha 
3378,على مرّة واحدة,once
3379,ثمّ,then
3380,تركها,he stopped
3381,فقال,he said
3382,لى,to me
3383,يوماً,day
3384,واحداً,one
3385,حين,when
3386,جلستُ,I was sitting
3387,بين يديه,in front of him
3388,كلّ,all those
3389,من,who
3390,جاء,come
3391,هنا,here
3392,قلت,tell
3393,لهم,them
3394,لا اقدر,I cannot
3395,على,0
3396,قراءة,recite
3397,تلك,this
3398,الفاتحة,Fatiha
3399,فدعا,he then performed
3400,الى,for me
3401,الدعوة,prayer
3402,المعهودة,customary
3403,مرّة واحدة,once
3404,وعليها اختتم,and it was the last one
3405,رحمه,have mercy on him
3406,الله,God
3407,تعالى,0
3408,ورضى,show […] his satisfaction 
3409,عنه,him
3410,واعلى,highest
3411,درجته,degree
3412,في,of
3413,اعلى,0
3414,"عليين،",0
3415,وفي,at
3416,بداية,the beginning
3417,امره,of his career
3418,تجلّى له,he met
3419,ابو,the father of
3420,المكارم,generous works
3421,ولّي الله,the saint
3422,تعالى,0
3423,القطب,the pole
3424,الجامع,the scholar
3425,سيّدى,Sidi
3426,محمد البكريّ,Mohammed-El-Bekri
3427,وهو,0
3428,حديث,young
3429,السنّ,0
3430,يومئذ,at that time
3431,وقد,just
3432,خرج,he had […] left
3433,من,0
3434,عند,0
3435,حبيبه,his friend
3436,في,in
3437,الله,God
3438,تعالى,0
3439,الفقيه,the jurisconsult
3440,احمد بن الحاج احمد بن عمر بن محمّد اقيت,Ahmed-ben-El-Hâdj -Ahmed-ben-'Omar-ben-Mohammed-Aqît
3441,على,following
3442,العادة,customary
3443,المعروفة,0
3444,بينهما,to each other
3445,في,0
3446,الزيارة,visits
3447,فادرك,he found
3448,قاعداً,sitting
3449,عند,near
3450,باب,the door
3451,مسجد,of the mosque
3452,سنكرى,of Sankoré
3453,وقت,at
3454,الزوال,noon
3455,والمسجد,0
3456,ما زال ما,not yet
3457,فتح,open
3458,وبيده,in his hand 
3459,كتاب,the book
3460,الرسالة,of the Risâla 
3461,لابن ابى زيد القيروانيّ,of Abu-Zeid-El-Qairouâni
3462,يقرأه,which he was studying 
3463,على,under the guidance of 
3464,شيخه,his master 
3465,الفقيه,the jurisconsult
3466,عبد الرحمن,'Abderrahman
3467,بن,son of
3468,الفقيه,the jurisconsult
3469,محمود,Mahmud
3470,فوقف,stopped
3471,عليه,On seeing him
3472,الشيخ,the […] sheikh
3473,المبارك,blessed
3474,وساله,and asked
3475,ايش,what
3476,هذا,0
3477,الكتاب,book
3478,الذى,0
3479,بيدك,in his hand 
3480,فقال,replied
3481,الرسالة,the Risâla
3482,فمدّ,held out
3483,اليه,0
3484,يده,his […] hand
3485,المباركة,blessed
3486,وقال,and said
3487,ارنيه,Show it to me
3488,لجعله,taking it
3489,في,in
3490,يده,his hand
3491,فطالع,he examined
3492,فيه,it
3493,قليلاً,for a moment
3494,ثمّ,0
3495,ردّه,handed it back
3496,له,0
3497,وقال,saying
3498,بارك,bless
3499,الله,God
3500,لك,you
3501,فيه,over this book
3502,الجاز,Then he went on his way
3503,وهو,0
3504,لا,not
3505,يدرى,knowing
3506,من,with whom
3507,هو,he was dealing
3508,ولا,never
3509,رءا,he had […] seen
3510,مثل,0
3511,لونه,0
3512,قط,never
3513,فلمّا,when
3514,جاء,returned
3515,شيخه,his master 
3516,المسجد,to the mosque
3517,قصّ,he told
3518,عليه,him
3519,القصّة,this adventure
3520,فظنّ,suspected
3521,انّه,that it was
3522,الشيخ,0
3523,المذكور,0
3524,فلمّا,0
3525,خرج,he went
3526,من,0
3527,المسجد,0
3528,طرق,to the house 
3529,اخاه,of his brother
3530,الفقيه,the jurisconsult
3531,احمد,Ahmed
3532,المذكور,0
3533,فقال,and said
3534,له,to him
3535,وهل,did
3536,جاء,come
3537,عندكم,to see you
3538,اليوم,today
3539,السيّد,Sidi
3540,محمّد البكريّ,Mohammed-El-Bekri
3541,قال,said
3542,نعم,yes
3543,وقد,0
3544,تاخّر,stayed
3545,عندى,0
3546,اليوم,0
3547,اكثر,later
3548,من,than
3549,عادته,usual
3550,المعتادة,0
3551,فاخبره,told him
3552,بما,what
3553,جرى,had happened
3554,بينه,between El-Bekri
3555,وبين,and
3556,محمّد ولد اد على موسى,Mohammed-Ad-'Ali-Mousa
3557,هكذا,as
3558,يقول,called
3559,له,him
3560,اهل,the people
3561,سنكرى,of Sankore
3562,ثمّ,0
3563,بعد ذلك,later
3564,تشوّش,was […] disturbed
3565,عقله,the sheikh's mind
3566,حتّى,so […] that
3567,ظنّ,it was thought
3568,الناس,0
3569,انّ,that
3570,به,0
3571,جنوناً,mad
3572,ولا,only
3573,يبيت,he […] slept
3574,الّا,only
3575,في,in
3576,المساجد,mosques
3577,ستكون,would be
3578,عاقبته,his end
3579,له,0
3580,خيراً,happy
3581,وقد,Now
3582,اخبرنى,told me
3583,الثقة,trustworth
3584,من,of
3585,طلبته,his […] students
3586,انّه,that he
3587,ساله,had asked the sheikh
3588,هل,if
3589,كان,had
3590,احد,anyone
3591,رءا,seen
3592,الله,God
3593,سبحانه,0
3594,في,in
3595,الدنيا,this world
3596,قال,he replied
3597,نعم,yes
3598,ومعك,at the same time as you
3599,في,in
3600,هذا,this
3601,البلد,city
3602,الان,0
3603,من,who
3604,رءا,has seen
3605,الله,God
3606,تعالى,the Most High
3607,جلّ,0
3608,وعزّ,0
3609,قال,0
3610,اخبرت,I was talking
3611,شيخنا,my master
3612,العلّامة,the very learned
3613,الفقيه,the jurisconsult
3614,محمّد بابا,Mohammed-Baba
3615,بن,the son of
3616,الفقيه,the jurisconsult
3617,الامين,El-Amin
3618,به,0
3619,من غير ان,without
3620,اذكر,telling
3621,له,him
3622,القايل,who had said these words
3623,فقال,said
3624,لى,to me
3625,الذى,The one who 
3626,اخبرك,said
3627,به,this
3628,هو,is
3629,الذى,The one who 
3630,رءاه,has seen
3631,تبارك,may he be blessed
3632,وتعالى,and exalted!
3633,وكنّا,there were 
3634,عنده,with the sheikh
3635,ثلاثة,three
3636,نفر,0
3637,ان,0
3638,ورجلان,two others
3639,يوماً,0
3640,واحداً,a certain
3641,بعد,after
3642,صلاة العصر,the asr prayer
3643,من,on
3644,يوم الجمعة,Friday
3645,وهو,the sheikh was
3646,في,in
3647,حال,moments
3648,الانبساط,of expansion
3649,يحدّثنا,he was chatting with us
3650,فاذا,0
3651,السحاب,the clouds
3652,قد,0
3653,ثارت,rose
3654,فتغيّر,changed
3655,وجهه,face
3656,وتشوّش,and he became sullen
3657,وقطع,interrupted
3658,حديثه,his conversation
3659,وجعل,and remained
3660,ينزعج,agitated
3661,في,in
3662,مجلسه,his classroom
3663,فاولّ,the first
3664,ما,0
3665,نزل,fallen
3666,من,0
3667,اقطار,drops
3668,المطر,of rain
3669,غلّط,became harsh
3670,لنا,0
3671,في,in
3672,الكلام,his speech
3673,وشدّد,and violent
3674,وقال,he said
3675,لا,don't
3676,اجالس,I […] receive
3677,مع,0
3678,الانسان,anyone
3679,اذا,when
3680,ينزل,is falling
3681,المطر,the rain
3682,فخرجنا,we […] went out
3683,جميعاً,all […] at once
3684,فحدّثت,I told
3685,شيخنا,to my master
3686,الفقيه,the jurisconsult
3687,الامين,El-Amin
3688,به,the adventure
3689,"فتعجّب،",and he was very surprised
3690,وروينا,told me
3691,عن,0
3692,بعض,one
3693,الاخوان,of my confreres
3694,انّه,the following story
3695,قال,0
3696,كان لى,I had
3697,جارٌ,a neighbour
3698,نتجالس,whom we used to meet 
3699,في,in
3700,طرفى النهار,the mornings and evenings
3701,ونتوانس,0
3702,فتفقّدته,he missed 
3703,وداره,as his house 
3704,قريب,was next
3705,لدارى,to mine
3706,فمشيت,I went
3707,اليه,to his house
3708,لارى,to ask
3709,كيف هى حاله,about him
3710,فلمّا,When
3711,سلمت,I reached
3712,عند,0
3713,باب,the door
3714,داره,of his house
3715,شاور,warn
3716,عنّى,0
3717,البوّاب,the porter
3718,فجاء,and then returned
3719,وقال,and said
3720,سيّدي,My master
3721,يقول,sends word
3722,لا,cannot
3723,تراه,he […] see you
3724,في,at
3725,هذه,this
3726,الساعة,moment
3727,قال,0
3728,فكدت,I almost
3729,اتميّز,burst out
3730,من,in
3731,الغيظ,anger
3732,من,0
3733,تلك,this
3734,المقبلة,0
3735,فضربت,and beating
3736,صدرى,my breast
3737,بيدى,with my hand
3738,وقلت,I cried out
3739,مثلى,such […] as I
3740,يجىء,goes
3741,الى,to
3742,فلان,such a one
3743,لداره,in his own home
3744,ويردّنى,and he sends him away
3745,بلا,without
3746,رءيته,seeing him
3747,عزمت,I decided 
3748,على,0
3749,ان,0
3750,لا,never
3751,اكلّمه,to speak to him
3752,ابداً,never
3753,ثمّ,0
3754,بعد,after
3755,ذلك,that
3756,زرت,I visited
3757,الشيخ,the […] sheikh
3758,المبارك,blessed
3759,سيّدي,Sidi
3760,محمّد عريان الراس,Mohammed-'Oriân-er-râs
3761,فلمّا,no sooner
3762,حصلت,had I entered
3763,بين يديه,his presence
3764,بدانى,0
3765,بالكلام,in these terms
3766,بعد,after
3767,السلام,greeting
3768,فقال,he spoke
3769,كان,had
3770,ولّي,0
3771,من,of
3772,اولياء,the saints
3773,الله,of God
3774,تعالى,0
3775,تفقّد,lost
3776,حالاً,one
3777,من,of
3778,احواله,the positions he occupied
3779,فحزن,he was […] distressed
3780,لذلك,0
3781,حزناً,0
3782,شديداً,0
3783,حتّى,so […] that
3784,تمنّى,he wished
3785,لقاء,to meet
3786,الخضر,El-Khidr
3787,عليه,upon him
3788,السلام,peace be
3789,ليكون,so that he could
3790,له,0
3791,وسيلة,intercede
3792,عند,with
3793,الله,God
3794,تعالى,0
3795,في,to
3796,ردّ,return
3797,تلك,0
3798,الحال,the position
3799,ثم,0
3800,انّ,0
3801,الله,God
3802,تعالى,0
3803,ردّها,restored it
3804,له,to him
3805,بفضله,in His kindness
3806,وكرمه,and grace
3807,بلا,without
3808,وسيلة,the intercession
3809,احد,of anyone
3810,فبعد ذلك,afterwards
3811,جاءه,came
3812,الخضر,El-Khidr
3813,فسلّم,and greeted
3814,عليه,him
3815,فى,at
3816,باب,the door
3817,داره,of his house
3818,وقال,said
3819,من,who
3820,انت,are you
3821,فقال,said
3822,المطلوب,the person you asked for
3823,قال,said
3824,قد,has
3825,اغنانا,made it possible for me
3826,الله,God
3827,عنك,without you
3828,فرجع,went away
3829,الخضر,El-Khidr
3830,ولم,without
3831,يضرب,beating
3832,صدره,his chest
3833,بيده,with his hand 
3834,يقول,and […] saying
3835,مثلى,such a man as I
3836,يردّ,send away
3837,يا,O
3838,فلان,such a one
3839,الانسان,The man
3840,معذور,excusable
3841,وربّما,0
3842,يكون,he was
3843,في,in
3844,حال,a position
3845,لا,not
3846,يقبل,could
3847,ان,0
3848,يراه,be seen
3849,احد,by anyone
3850,فيها,where
3851,قال,0
3852,ففهمت,I then understood
3853,ما,what
3854,اليه,0
3855,الاشارة,he meant
3856,فتبت,I repented
3857,فى,0
3858,نفسى,0
3859,استغفرت,I asked God's forgiveness 
3860,ومشيت,and went
3861,الى,to
3862,ذلك,0
3863,الاخ,fellow-member
3864,فسلّمت,I introduced myself
3865,وامر,and he […] had me
3866,بفتح,open
3867,الباب,his door
3868,بسرعة,immediately
3869,فدخلت,I entered
3870,وقال,and he said
3871,لى,to me
3872,سامحنى,Excuse me 
3873,فى,on
3874,تلك,0
3875,المجىء,day you came
3876,الذى,0
3877,ما,not
3878,رايتنى,allowing myself to be seen 
3879,فيه,0
3880,وانا,I
3881,ممدود,was lying
3882,ساعتئذ,at that time 
3883,على,on
3884,الارض,the floor
3885,وبطنى,and had colic
3886,سبيل,0
3887,لا,not
3888,اقبل,I could […] admit
3889,ان,that
3890,يرانى,saw me
3891,احد,anyone
3892,فى,in
3893,تلك,that
3894,الحال,state
3895,وقلت,I replied
3896,سامح,forgive
3897,الله,God
3898,لنا,me
3899,ولك,you
3900,"جميعاً،",0
3901,وروى,related
3902,عن,0
3903,بعض,one
3904,جيرانه,of his neighbours
3905,انّه,0
3906,قال,0
3907,اتيتُ,I had gone
3908,القاضى,to the cadi
3909,محمود بن احمد بن عبد الرحمن,Mahmud-ben-Ahmed-ben-'Abderrahman
3910,يوماً,one day
3911,فقال,he said
3912,لى,to me
3913,وجارك,you have […] neighbour
3914,هنالك,0
3915,قلت,I replied
3916,نعم,yes
3917,قال,he said
3918,الولّي,the saint
3919,الذى,who
3920,لا,does not
3921,ياتى,come
3922,الجمعة,to Friday service
3923,فسكت,I kept silent
3924,ثمّ,then
3925,بعد,after
3926,ذلك,that
3927,اتيت,I went
3928,جيرانى,to […] my neighbour 
3929,السيّد,Sidi
3930,محمّد عريان الراس,Mohammed-'Oriân-er-râs
3931,فقال,he said
3932,لى,to me
3933,يا,O
3934,فلان,such a one
3935,نعفو,should one forgive
3936,او,or
3937,لا,not
3938,قلت,I replied
3939,العفو,forgiveness
3940,هو,is
3941,افضل,better
3942,قال,he replied
3943,ان,if
3944,لم,did not
3945,نعف,I […] forgive
3946,يكن,would happen
3947,ما,that
3948,لا,not
3949,ينبغى,be appropriate
3950,قل,tell
3951,الذى,him who
3952,يزعم,claims
3953,بعدم اتيان,I do not go
3954,الجعة,to Friday prayers 
3955,من,0
3956,ادراه,0
3957,قبل,before
3958,ان,0
3959,ياتى,he came
3960,الجمعة,to the service
3961,هو,he
3962,سبقه,was preceded
3963,اليها,0
3964,الذى,by the one
3965,زعم,he claims
3966,أنّه,0
3967,لا,never
3968,يتيها,to have attended
3969,والحكاية,Anecdotes
3970,عنه,on his account
3971,في,of
3972,هذا,this
3973,الباب,kind
3974,كثير,numerous
3975,جدًّا,extremely
3976,رحمه,have mercy on him
3977,الله,God
3978,تعالى,0
3979,ورضى,show […] satisfaction
3980,عنه,him
3981,ونفعنا,and let us enjoy
3982,به,his influence
3983,في,0
3984,الدارين,0
3985,"امين،",Amen!
3986,ومنهم,0
3987,الفقيه,the jurisconsult
3988,العالم,the theologian
3989,الزاهد,the ascetic
3990,الصالح,the virtuous
3991,التقيّ,the pious
3992,الورع,the reserved
3993,شيخنا,Our master
3994,الامين بن احمد,El-Amin-ben-Ahmed
3995,اخ,brother of
3996,الفقيه,the jurisconsult
3997,عبد الرحمن بن احمد,'Abderrahman-ben-Ahmed
3998,المجتهد,the head
3999,لامّه,of the school
4000,كان,0
4001,لسانه,his tongue
4002,رطباً,moistened 
4003,يذكر,to proclaim 
4004,الله,God
4005,تعالى,0
4006,ولا,no
4007,يسمّيه,called him
4008,السيّد,Sidi
4009,محمّد عريان الراس,Mohammed-'Oriâner-râs 
4010,الّا,other than
4011,بالامين,El-Amin
4012,الذاكر,the litanist
4013,وحدّثنى,told me
4014,بعض,one of
4015,الاخوان,my confreres
4016,من,of
4017,اهل,the people of
4018,سنكرى,Sankore
4019,عن,0
4020,والده,his father
4021,وهو,0
4022,شيخ,old man
4023,معمّر,very old
4024,انّه,0
4025,قال,said
4026,ادركت,I knew
4027,سنكرى,Sankore
4028,والاسلاف,in the old days
4029,الصالحون,virtuous people
4030,متوافرون,were numerous
4031,فيها,there
4032,فلم,not
4033,ار,I have […] seen
4034,مثل,as much […] as
4035,حال,0
4036,الفقيه,the jurisconsult
4037,الامين,El-Amin
4038,فيهم,any of them
4039,في,0
4040,حسن,practicing
4041,الاسلام,Islam
4042,وحدّثنا,He told us
4043,رحمه,may […] have mercy on him
4044,الله,God
4045,تعالى,0
4046,في,in
4047,مدرسته,his medrasa
4048,انّ,that
4049,الفقيه,the jurisconsult
4050,عمر ابن محمّد بن عمر,'Omar-ben-Mohammed-ben-'Omar
4051,اخ,brother of
4052,الفقيه,the jurisconsult
4053,احمد مغيا,Ahmed-Moghya
4054,كان,0
4055,يقرا,studied
4056,كتاب,0
4057,الشفا,the Chifa
4058,للقاضى,of the cadi
4059,عياض,Iyâd 
4060,على,under the direction of
4061,العلّامة,the […] learned
4062,الحافظ,the erudite
4063,الفقيه,the jurisconsult
4064,احمد بن الحاج احمد بن عمر بن محمّد اقيت,Ahmed-ben-El-Hâdj-Ahmed-ben-'Omar-ben-Mohammed-Aqît 
4065,يحضر,attended
4066,هو,he
4067,وولده,and his son
4068,الفقيه,the jurisconsult
4069,احمد بابا,Ahmed-Baba 
4070,والفقيه,as well as the jurisconsult
4071,القاضى,the cadi
4072,سيدي,0
4073,احمد,Ahmed
4074,ولا,did not
4075,يقبل,allow
4076,الاستاذ,the master
4077,السؤال,a question
4078,لاحد,anyone
4079,الّا,exception […] for
4080,العارف,the student being questioned
4081,وحده,only
4082,والسيّد,for Sidi
4083,احمد,Ahmed
4084,في,at
4085,بعض,certain
4086,الساعات,times
4087,وامّا,As for
4088,ولده,his son
4089,احمد بابا,Ahmed-Baba
4090,اذا,every time
4091,سال,he asked
4092,يقول,told
4093,له,him
4094,اسكت,Shut up!
4095,الى,0
4096,يوم,day
4097,واحد,one
4098,سال,had asked
4099,الاستاذ,the master
4100,القارى,0
4101,عمر,'Omar 
4102,عن,0
4103,قبح,qabouha 
4104,هل,whether
4105,هو,it is
4106,لازم,intransitive
4107,او,or
4108,متعدّ,transitive
4109,فسكت,could not answer
4110,ثمّ,so
4111,سال,he addressed
4112,سيّدي,Sidi
4113,احمد,Ahmed
4114,فسكت,who also kept silent
4115,قال,he sait
4116,فتاوت,I have read
4117,هذه,this
4118,الاية,verse
4119,هم,they will be
4120,من,0
4121,المقبوحين,disgraced
4122,فرفع,he turned
4123,بصره,his eyes
4124,الّى,towards me
4125,وتبسّم,and began to smile
4126,وكنّا,We were
4127,جماعة,a number 
4128,نعرض,showed 
4129,على,0
4130,شيخنا,our sheikh
4131,الفقيه,the jurisconsult
4132,الامين,El-Amin
4133,كتاب,the book
4134,دلائل,Delail 
4135,الخيرات,el-kheïrát 
4136,والنسخ,the copies
4137,تختلف,have variants
4138,فى,wether
4139,اثبات,should be retained
4140,لفظة,the word
4141,سيّدنا,seyyidna 
4142,واسقاطها,or rejected
4143,فسالناه,we asked him
4144,عنه,0
4145,فقال,he replied
4146,كنّا,0
4147,نعرضه,we addressed
4148,على,to
4149,الشيخ,our sheikh
4150,العلّامة,the […] learned
4151,الفقيه,jurisconsult
4152,محمّد بغيع,Mahmud-Baghyo'o
4153,فسالناه,0
4154,عنه,0
4155,كذلك,the same
4156,فقال,and he answered
4157,ليس,there is no
4158,في,in
4159,ذلك,these
4160,الاختلاف,discrepancies 
4161,باس,inconvenience
4162,لا,did not
4163,يضرّ,cause […] harm
4164,بشىء,any
4165,وسالنا,and we asked him
4166,ايضّا,0
4167,عن,about
4168,القول,the words
4169,المولّف,of the author
4170,وان,and that
4171,تغفر,you forgive
4172,لعبدك,0
4173,فلان,such and such
4174,بن,a son of
4175,فلان,such and such a one
4176,فقال,he replied
4177,كنّا,0
4178,نعرضه,we addressed
4179,ايضّا,0
4180,على,to
4181,الفقيه,the jurisconsult
4182,عبد الرحمن,Abderrahman
4183,بن,son of
4184,الفقيه,the jurisconsult
4185,محمود,Mahmud
4186,فسالناه,0
4187,عنه,0
4188,فقال,and […] he gave
4189,مجاوباً,the answer
4190,وان,and that
4191,تغفر,you forgive
4192,لعبدك,0
4193,عبد الرحمن,'Abderrahman
4194,ولم,but without
4195,يذكر,adding
4196,والده,the father
4197,وامّا,As for
4198,تاريخ,the date
4199,وفاته,of […] death
4200,فسيتانى,it will be given 
4201,ان شاء الله,God willing
4202,تعالى,0
4203,في,in
4204,العام,the year
4205,الحادى والاربعين بعد الف,1041
4206,وتاريخ,that of
4207,وفاة,the death
4208,السيّد,of Sidi
4209,محمّد عريان الراس,Mohammed--Orian-er-râs 
4210,ياتى,will come
4211,ان شاء الله,God willing
4212,تعالى,0
4213,في,on the occasion of
4214,العام,the year
4215,والعشرين بعد الف,1027
